IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
4546-FOKWR,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
9036-CSKBW,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
5832-TRLPB,Yes,Yes,Yes,Yes,No,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes
8590-YFFQO,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
8659-IOOPU,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes
1338-CECEE,No,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7439-DKZTW,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
4646-QZXTF,Yes,No,Yes,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
4607-CHPCA,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
9742-XOKTS,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
6921-OZMFH,Yes,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No
9578-FOMUK,No internet service,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4712-UYOOI,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8824-RWFXJ,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,No
7722-CVFXN,Yes,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Yes
8717-VCTXJ,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7363-QTBIW,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
4159-NAAIX,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
0971-QIFJK,No internet service,No,Yes,No,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9397-TZSHA,No internet service,Yes,Yes,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3391-JSQEW,No,Yes,Yes,Yes,No,No,DSL,No,No,Yes,Yes,No,No,No,No
0343-QLUZP,No,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No
9763-PDTKK,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
2176-LVPNX,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
7627-JKIAZ,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,No
3312-UUMZW,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Yes
1271-UODNO,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No
8461-EFQYM,No internet service,No,Yes,Yes,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6900-RBKER,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes
6891-JPYFF,No,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
1459-QNFQT,Yes,Yes,No,Yes,No phone service,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
1047-NNCBF,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,No
3696-XRIEN,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
4081-DYXAV,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,No,No,Yes,No,Yes
0074-HDKDG,No,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No,Yes,No
8791-GFXLZ,No,Yes,Yes,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
8111-SLLHI,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0927-LCSMG,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,No
9330-DHBFL,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No
0098-BOWSO,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3452-ABWRL,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,No
5859-HZYLF,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8257-RZAHR,No,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,No
5293-WXJAK,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
3156-QLHBO,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
2208-NQBCT,No,No,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No
1779-PWPMG,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
6621-NRZAK,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0831-JNISG,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0774-IFUVM,No,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,No
3082-WQRVY,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9553-DLCLU,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1641-BYBTK,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
2460-NGXBJ,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
2446-ZKVAF,No,Yes,Yes,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No
0841-NULXI,No,No,No,Yes,No phone service,Yes,DSL,Yes,No,No,No,No,No,No,Yes
3522-CDKHF,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No
1430-SFQSA,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,Yes,No,No,No,No,No,No
0411-EZJZE,No,Yes,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,No
7851-WZEKY,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
8844-TONUD,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
8807-ARQET,No,Yes,No,Yes,No phone service,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes
8992-CEUEN,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4320-QMLLA,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No
8777-PVYGU,No,No,Yes,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No
8292-ITGYJ,No internet service,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6870-ZWMNX,Yes,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,No
0621-CXBKL,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5268-DSMNQ,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,No
5334-JLAXU,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes
4086-YQSNZ,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,No
6242-MBHPK,No,No,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
5868-CZJDR,No,Yes,No,Yes,No phone service,No,DSL,No,No,Yes,Yes,Yes,No,No,No
9359-UGBTK,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,No,No,No,No,Yes,Yes
0135-NMXAP,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,No
4782-OSFXZ,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes
6479-OAUSD,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7129-ACFOG,No,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No,No,No
4189-NAKJS,No,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
5562-BETPV,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
1282-IHQAC,No,No,No,No,No phone service,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No
9127-FHJBZ,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6270-OMFIW,No,No,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
1641-RQDAY,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
0107-WESLM,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6994-ORCWG,No,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No
1346-UFHAX,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
3992-YWPKO,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
2933-XEUJM,No,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0125-LZQXK,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
5461-QKNTN,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,No
4835-YSJMR,Yes,No,Yes,No,No,No,DSL,Yes,No,Yes,No,No,No,No,No
8399-YNDCH,No,No,Yes,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No
3164-YAXFY,No,No,No,No,No phone service,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0887-WBJVH,Yes,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
4660-IRIBM,No,No,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No
5673-FSSMF,No,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes
7670-ZBPOQ,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,No,No
8089-UZWLX,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes
0080-OROZO,Yes,No,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
3916-NRPAP,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
6807-SIWJI,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes
8221-HVAYI,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1579-KLYDT,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,No
5232-NXPAY,Yes,Yes,Yes,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes
8967-SZQAS,No,Yes,Yes,No,No,No,DSL,No,No,No,Yes,Yes,No,No,No
4468-KAZHE,No,Yes,Yes,Yes,No,No,DSL,No,No,No,Yes,Yes,No,No,Yes
0455-ENTCR,Yes,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes
8944-AILEF,No internet service,No,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5542-NKVRU,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7126-RBHSD,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,No
5370-IIVVL,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
6789-HJBWG,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No
3927-NLNRY,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
9087-EYCPR,No internet service,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
6791-YBNAK,No,Yes,No,Yes,No phone service,Yes,DSL,No,No,No,No,Yes,No,No,No
6358-LYNGM,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No
6077-BDPXA,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
0013-MHZWF,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes
5494-HECPR,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,No
8268-YDIXR,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
9824-BEMCV,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
1373-ORVIZ,Yes,Yes,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,No,No,Yes
4291-SHSBH,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,No
6980-IMXXE,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9866-QEVEE,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Yes
9897-KXHCM,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes
0040-HALCW,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0784-GTUUK,No internet service,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7979-CORPM,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No
2294-DMMUS,No,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes
0872-JCPIB,No,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes
3055-MJDSB,No,Yes,No,No,No phone service,Yes,DSL,Yes,No,No,No,Yes,No,No,No
9091-WTUUY,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No
1618-CFHME,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,No
3165-HDOEW,No,Yes,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,No,No,No
6581-NQCBA,Yes,No,No,Yes,No phone service,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes
7115-IRDHS,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8496-DMZUK,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,No
2040-VZIKE,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Yes
9068-VPWQQ,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
0178-SZBHO,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,No
0384-RVBPI,No,No,Yes,No,No,No,DSL,No,Yes,No,No,No,No,Yes,Yes
1689-MRZQR,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,No
1299-AURJA,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
4525-VZCZG,Yes,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1543-LLLFT,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,No
5835-BEQEU,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No
2788-CJQAQ,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5565-FILXA,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
0319-QZTCO,No,Yes,Yes,Yes,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,No
2120-SMPEX,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
0096-FCPUF,No,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes
0668-OGMHD,No,Yes,No,Yes,No phone service,No,DSL,Yes,Yes,No,No,No,No,No,No
5552-ZNFSJ,No,Yes,Yes,No,No,No,DSL,Yes,No,No,No,No,No,No,No
2223-KAGMX,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6507-ZJSUR,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes
9408-HRXRK,No,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Yes
5593-SUAOO,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No
7321-PKUYW,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,No
2833-SLKDQ,No,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
6766-HFKLA,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
7595-EUIVN,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,No
7617-EYGLW,No internet service,No,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2026-TGDHM,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
9220-ZNKJI,Yes,No,Yes,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No
4030-VPZBD,Yes,Yes,No,Yes,No phone service,Yes,DSL,No,No,Yes,No,Yes,No,No,No
2226-ICFDO,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0723-VSOBE,No,Yes,No,No,No phone service,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes
5529-GIBVH,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4187-CINZD,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
9992-UJOEL,No,Yes,Yes,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
4741-WWJQZ,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No
6625-UTXEW,No,Yes,Yes,No,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No
6818-WOBHJ,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,Yes
6244-BESBM,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,No,No,No,No,Yes,No,Yes
1004-NOZNR,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes
1251-STYSZ,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
2612-PHGOX,Yes,Yes,Yes,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,No
2408-TZMJL,No,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
8480-PPONV,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
8780-IHCRN,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4598-ZADCK,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
1257-SXUXQ,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9681-KYGYB,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
7182-OVLBJ,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Yes
5095-ETBRJ,Yes,No,Yes,No,No,No,DSL,No,Yes,Yes,Yes,No,No,No,No
7005-CYUIL,Yes,Yes,Yes,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No
4821-WQOYN,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4730-AWNAU,Yes,Yes,No,Yes,No phone service,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
3452-FLHYD,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2388-LAESQ,Yes,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
9531-NSBMR,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6260-ONULR,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
4389-UEFCZ,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes
8711-LOBKY,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9134-CEQMF,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,Yes
8985-OOPOS,Yes,No,Yes,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
8800-ZKRFW,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
2616-FLVQC,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9968-FFVVH,Yes,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3108-PCCGG,No,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7993-PYKOF,No,No,Yes,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,No
8390-FESFV,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
3022-BEXHZ,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5027-XWQHA,No,No,Yes,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No
6248-TKCQV,Yes,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
6729-GDNGC,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,No
6198-ZFIOJ,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
5989-OMNJE,No,No,No,Yes,No phone service,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4566-QVRRW,No,No,Yes,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No
1291-CUOCY,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
9795-SHUHB,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No
3230-IUALN,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0042-RLHYP,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8519-IMDHU,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
4945-RVMTE,No,No,Yes,Yes,No,No,DSL,No,No,No,No,No,Yes,Yes,No
0201-OAMXR,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1866-NXPSP,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
3372-KWFBM,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
7831-QGOXH,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,No
6393-WRYZE,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes
3941-XTSKM,No,No,No,No,No phone service,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes
1661-CZBAU,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes
6599-RCLCJ,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
9831-BPFRI,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,No
5158-RIVOP,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9788-YTFGE,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9277-JOOMO,No internet service,Yes,Yes,No,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1907-YLNYW,No,Yes,Yes,Yes,No,No,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes
1725-MIMXW,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8947-YRTDV,No,No,Yes,Yes,No,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes
3161-ONRWK,Yes,Yes,Yes,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,No
0114-RSRRW,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
4565-NLZBV,No internet service,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
